legacy_row_id,legacy_profession,legacy_secondary_profession,legacy_tier,legacy_rarity,legacy_name,legacy_category,legacy_craft_type,legacy_description,legacy_use,legacy_output_qty,legacy_base_price_gp,legacy_vendor_price_gp,legacy_sale_price_gp,legacy_component_1,legacy_component_1_qty,legacy_component_1_source,legacy_component_2,legacy_component_2_qty,legacy_component_2_source,legacy_component_3,legacy_component_3_qty,legacy_component_3_source,legacy_components_json
376,Enchanting,,3,Rare,Scroll of Protection,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,1500,1500,750,Luminous Pearl (T3),1,Arcane Extraction,Forge Flux (T3),1,Mining,Moonshade Orchid (T3),1,Herbalism,"[{""name"":""Luminous Pearl (T3)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Forge Flux (T3)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Moonshade Orchid (T3)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
377,Enchanting,,3,Rare,Shadowfell Brand Tattoo,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,1500,1500,750,Luminous Pearl (T3),1,Arcane Extraction,Deepvein Ore (T3),1,Mining,Duskleaf Frond (T3),1,Herbalism,"[{""name"":""Luminous Pearl (T3)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Deepvein Ore (T3)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Duskleaf Frond (T3)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
378,Enchanting,,3,Common+,Spellwrought Tattoo,Wondrous Item,enchant_misc,Crafted item (Common+).,Crafting output for Enchanting.,1,1000,1000,500,Luminous Pearl (T3),1,Arcane Extraction,Deepvein Ore (T3),1,Mining,Rootcap Mushroom (T3),1,Herbalism,"[{""name"":""Luminous Pearl (T3)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Deepvein Ore (T3)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Rootcap Mushroom (T3)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
379,Enchanting,,3,Rare,Stone of Controlling Earth Elementals,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,1500,1500,750,Luminous Pearl (T3),1,Arcane Extraction,Primal Shard (T3),1,Mining,Rootcap Mushroom (T3),1,Herbalism,"[{""name"":""Luminous Pearl (T3)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T3)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Rootcap Mushroom (T3)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
380,Enchanting,,3,Rare,Wings of Flying,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,1500,1500,750,Luminous Pearl (T3),1,Arcane Extraction,Forge Flux (T3),1,Mining,Rootcap Mushroom (T3),1,Herbalism,"[{""name"":""Luminous Pearl (T3)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Forge Flux (T3)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Rootcap Mushroom (T3)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
381,Enchanting,,3,Rare,Wraps of Unarmed Power (+2),Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,1500,1500,750,Luminous Pearl (T3),1,Arcane Extraction,Deepvein Ore (T3),1,Mining,Silvermint Sprig (T3),1,Herbalism,"[{""name"":""Luminous Pearl (T3)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Deepvein Ore (T3)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T3)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
382,Enchanting,,4,Very Rare,Ring of Regeneration,Ring,jewelry_ring,Crafted item (Very Rare).,Crafting output for Enchanting.,1,7500,7500,3750,Mana Thread (T4),1,Arcane Extraction,Forge Flux (T4),1,Mining,Bitterthorn Berry (T4),1,Herbalism,"[{""name"":""Mana Thread (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Forge Flux (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Bitterthorn Berry (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
383,Enchanting,,4,Rare,Ring of Resistance,Ring,jewelry_ring,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Spell Soot (T4),1,Arcane Extraction,Forge Flux (T4),1,Mining,Bitterthorn Berry (T4),1,Herbalism,"[{""name"":""Spell Soot (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Forge Flux (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Bitterthorn Berry (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
384,Enchanting,,4,Rare,Ring of Spell Storing,Ring,jewelry_ring,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Luminous Pearl (T4),1,Arcane Extraction,Forge Flux (T4),1,Mining,Bitterthorn Berry (T4),1,Herbalism,"[{""name"":""Luminous Pearl (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Forge Flux (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Bitterthorn Berry (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
385,Enchanting,,4,Very Rare,Ring of Telekinesis,Ring,jewelry_ring,Crafted item (Very Rare).,Crafting output for Enchanting.,1,7500,7500,3750,Void Essence (T4),1,Arcane Extraction,Forge Flux (T4),1,Mining,Bitterthorn Berry (T4),1,Herbalism,"[{""name"":""Void Essence (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Forge Flux (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Bitterthorn Berry (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
386,Enchanting,,4,Rare,Ring of the Ram,Ring,jewelry_ring,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Forge Flux (T4),1,Mining,Bitterthorn Berry (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Forge Flux (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Bitterthorn Berry (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
387,Enchanting,,4,Very Rare,Rod of Alertness,Rod,focus_wand,Crafted item (Very Rare).,Crafting output for Enchanting.,1,7500,7500,3750,Mana Thread (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Mana Thread (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
388,Enchanting,,4,Rare,Rod of Rulership,Rod,focus_wand,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Aether Sand (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Aether Sand (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
389,Enchanting,,4,Rare,"Rod of the pact keeper, +2",Rod,focus_wand,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Rift Glass (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Rift Glass (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
390,Enchanting,,4,Rare,Tentacle Rod,Rod,focus_wand,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Spell Soot (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Spell Soot (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
391,Enchanting,,4,Rare,Heward’s Handy Haversack,Utility/Container,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Luminous Pearl (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Luminous Pearl (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
392,Enchanting,,4,Rare,Portable Hole,Utility/Container,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Aether Sand (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Aether Sand (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
393,Enchanting,,4,Rare,Wand of Enemy Detection,Wand,focus_wand,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
394,Enchanting,,4,Rare,Wand of Paralysis,Wand,focus_wand,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Luminous Pearl (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Luminous Pearl (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
395,Enchanting,,4,Very Rare,Wand of Polymorph,Wand,focus_wand,Crafted item (Very Rare).,Crafting output for Enchanting.,1,7500,7500,3750,Void Essence (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Void Essence (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
396,Enchanting,,4,Rare,Wand of Wonder,Wand,focus_wand,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Duskleaf Frond (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Duskleaf Frond (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
397,Enchanting,,4,Rare,Wand of the War Mage (+2),Wand,focus_wand,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Bitterthorn Berry (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Bitterthorn Berry (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
398,Enchanting,,4,Rare,Amulet of Health,Wearable,jewelry_amulet,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Mana Thread (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Mana Thread (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
399,Enchanting,,4,Very Rare,Amulet of the Planes,Wearable,jewelry_amulet,Crafted item (Very Rare).,Crafting output for Enchanting.,1,7500,7500,3750,Astral Prism (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
400,Enchanting,,4,Rare,Necklace of Prayer Beads,Wearable,jewelry_amulet,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Rift Glass (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Rift Glass (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
401,Enchanting,,4,Very Rare,1 Legendary Permanent Item,Wondrous Item,enchant_misc,Crafted item (Very Rare).,Crafting output for Enchanting.,1,7500,7500,3750,Void Essence (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Void Essence (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
402,Enchanting,,4,Very Rare,1 Legendary consumable/minor item,Wondrous Item,enchant_misc,Crafted item (Very Rare).,Crafting output for Enchanting.,1,7500,7500,3750,Astral Prism (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
403,Enchanting,,4,Rare,1 Very Rare Permanent Item,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Mana Thread (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Mana Thread (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
404,Enchanting,,4,Very Rare,Absorbing Tattoo,Wondrous Item,focus_gem,Crafted item (Very Rare).,Crafting output for Enchanting.,1,7500,7500,3750,Astral Prism (T4),1,Arcane Extraction,Mythic Alloy (T4),1,Mining,Moonshade Orchid (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Mythic Alloy (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Moonshade Orchid (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
405,Enchanting,,4,Rare,Alchemical Compendium,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Rift Glass (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Rift Glass (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
406,Enchanting,,4,Rare,Astral Shard,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Spell Soot (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Spell Soot (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
407,Enchanting,,4,Rare,Astromancy Archive,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Duskleaf Frond (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Duskleaf Frond (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
408,Enchanting,,4,Rare,Bead of Force,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Phoenixheart Seed (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Phoenixheart Seed (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
409,Enchanting,,4,Rare,Bell Branch,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Moonshade Orchid (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Moonshade Orchid (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
410,Enchanting,,4,Rare,Bowl of commanding water elementals,Wondrous Item,enchant_weapon,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Luminous Pearl (T4),1,Arcane Extraction,Forge Flux (T4),1,Mining,Bitterthorn Berry (T4),1,Herbalism,"[{""name"":""Luminous Pearl (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Forge Flux (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Bitterthorn Berry (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
411,Enchanting,,4,Rare,Cape of the Mountebank,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Rootcap Mushroom (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Rootcap Mushroom (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
412,Enchanting,,4,Rare,Censer of Controlling Air Elementals,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Forge Flux (T4),1,Mining,Moonshade Orchid (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Forge Flux (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Moonshade Orchid (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
413,Enchanting,,4,Very Rare,Crystalline Chronicle,Wondrous Item,focus_gem,Crafted item (Very Rare).,Crafting output for Enchanting.,1,7500,7500,3750,Void Essence (T4),1,Arcane Extraction,Mythic Alloy (T4),1,Mining,Moonshade Orchid (T4),1,Herbalism,"[{""name"":""Void Essence (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Mythic Alloy (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Moonshade Orchid (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
414,Enchanting,,4,Rare,Devotee’s Censer,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Mythic Alloy (T4),1,Mining,Rootcap Mushroom (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Mythic Alloy (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Rootcap Mushroom (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
415,Enchanting,,4,Very Rare,Dwarven Thrower,Wondrous Item,enchant_misc,Crafted item (Very Rare).,Crafting output for Enchanting.,1,7500,7500,3750,Astral Prism (T4),1,Arcane Extraction,Mythic Alloy (T4),1,Mining,Silvermint Sprig (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Mythic Alloy (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
416,Enchanting,,4,Very Rare,Efreeti bottle,Wondrous Item,enchant_misc,Crafted item (Very Rare).,Crafting output for Enchanting.,1,7500,7500,3750,Astral Prism (T4),1,Arcane Extraction,Frostsalt Crystal (T4),1,Mining,Phoenixheart Seed (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Frostsalt Crystal (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Phoenixheart Seed (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
417,Enchanting,,4,Rare,Elemental Essence Shard,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Forge Flux (T4),1,Mining,Rootcap Mushroom (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Forge Flux (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Rootcap Mushroom (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
418,Enchanting,,4,Rare,Figurine of wondrous power (marble elephant),Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Sunpetal Bloom (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Sunpetal Bloom (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
419,Enchanting,,4,Very Rare,Figurine of wondrous power (obsidian steed),Wondrous Item,enchant_misc,Crafted item (Very Rare).,Crafting output for Enchanting.,1,7500,7500,3750,Astral Prism (T4),1,Arcane Extraction,Forge Flux (T4),1,Mining,Phoenixheart Seed (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Forge Flux (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Phoenixheart Seed (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
420,Enchanting,,4,Rare,Figurine of wondrous power (onyx dog),Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Mythic Alloy (T4),1,Mining,Phoenixheart Seed (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Mythic Alloy (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Phoenixheart Seed (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
421,Enchanting,,4,Rare,Folding Boat,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Primal Shard (T4),1,Mining,Bitterthorn Berry (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Primal Shard (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Bitterthorn Berry (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
422,Enchanting,,4,Very Rare,Ghost Step Tattoo,Wondrous Item,enchant_misc,Crafted item (Very Rare).,Crafting output for Enchanting.,1,7500,7500,3750,Astral Prism (T4),1,Arcane Extraction,Starcut Gem (T4),1,Mining,Moonshade Orchid (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Starcut Gem (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Moonshade Orchid (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
423,Enchanting,,4,Rare,Heart Weaver’s Primer,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Forge Flux (T4),1,Mining,Duskleaf Frond (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Forge Flux (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Duskleaf Frond (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
424,Enchanting,,4,Very Rare,Horn of Valhalla (Bronze),Wondrous Item,enchant_misc,Crafted item (Very Rare).,Crafting output for Enchanting.,1,7500,7500,3750,Astral Prism (T4),1,Arcane Extraction,Starcut Gem (T4),1,Mining,Duskleaf Frond (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Starcut Gem (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Duskleaf Frond (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
425,Enchanting,,4,Rare,Ioun Stone,Wondrous Item,enchant_misc,Crafted item (Rare).,Crafting output for Enchanting.,1,3750,3750,1875,Astral Prism (T4),1,Arcane Extraction,Mythic Alloy (T4),1,Mining,Duskleaf Frond (T4),1,Herbalism,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Mythic Alloy (T4)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Duskleaf Frond (T4)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
